ISO8601,fromDate,toDate,bedtime,waketime,inBed,awake,fellAsleepIn,sessions,asleep,asleepAvg7,efficiency,efficiencyAvg7,quality,qualityAvg7,deep,deepAvg7,sleepBPM,sleepBPMAvg7,dayBPM,dayBPMAvg7,wakingBPM,wakingBPMAvg7,hrv,hrvAvg7,sleepHRV,sleepHRVAvg7,SpO2Avg,SpO2Min,SpO2Max,respAvg,respMin,respMax,apnea,tags,notes
2023-09-08T20:59:59-04:00,"Thursday, Sep 7, 2023","Friday, Sep 8, 2023",2023-09-08 00:00:00,2023-09-08 09:00:00,09:00:00,00:00:00,00:00:00,1,09:00:00,08:03:08,100.0,96.9,05:57:07,05:33:54,00:00:00,01:19:19,50.8,55.3,60.8,61.4,46.0,50.0,87,116,76,84,,,,,,,,,
2023-09-09T20:59:59-04:00,"Friday, Sep 8, 2023","Saturday, Sep 9, 2023",2023-09-09 01:15:00,2023-09-09 10:04:00,08:49:00,00:03:00,00:00:00,1,08:46:00,08:13:00,99.4,98.9,06:38:24,05:44:49,02:19:14,01:23:59,57.7,55.8,65.6,61.0,51.0,50.1,88,119,63,84,,,,,,,,,
2023-09-10T20:59:59-04:00,"Saturday, Sep 9, 2023","Sunday, Sep 10, 2023",2023-09-10 04:05:00,2023-09-10 11:49:00,07:44:00,00:22:00,00:00:00,1,07:22:00,08:13:34,95.3,98.7,06:00:34,05:55:27,00:00:00,01:23:59,68.8,56.0,75.2,62.5,64.0,51.6,49,118,38,84,,,,,,,,,
2023-09-11T20:59:59-04:00,"Sunday, Sep 10, 2023","Monday, Sep 11, 2023",2023-09-11 01:45:00,2023-09-11 09:45:00,08:00:00,00:33:00,00:00:00,1,07:27:00,08:21:34,93.1,98.0,05:35:19,06:08:37,01:55:21,01:31:31,50.1,55.3,52.2,60.8,47.0,51.1,123,91,103,70,,,,,,,,,
2023-09-12T20:59:59-04:00,"Monday, Sep 11, 2023","Tuesday, Sep 12, 2023",2023-09-12 02:46:00,2023-09-12 10:30:00,07:44:00,00:22:00,00:00:00,1,07:22:00,08:04:17,95.3,97.4,05:25:58,05:58:20,00:44:12,01:20:26,48.8,54.3,63.5,61.7,52.0,51.0,84,92,67,69,,,,,,,,,
2023-09-13T20:59:59-04:00,"Tuesday, Sep 12, 2023","Wednesday, Sep 13, 2023",2023-09-13 01:27:00,2023-09-13 11:00:00,09:33:00,00:00:00,00:00:00,1,09:33:00,08:14:42,100.0,97.4,06:22:22,06:03:05,01:28:09,01:15:43,52.1,54.4,56.2,60.8,47.0,50.7,114,100,106,78,,,,,,,,,
2023-09-14T20:59:59-04:00,"Wednesday, Sep 13, 2023","Thursday, Sep 14, 2023",2023-09-14 01:01:00,2023-09-14 10:02:00,09:01:00,00:38:00,00:00:00,1,08:23:00,08:16:08,93.0,96.6,05:53:31,05:59:02,01:13:58,01:05:50,55.2,54.8,66.1,62.8,50.0,51.0,124,96,75,76,,,,,,,,,
2023-09-15T20:59:59-04:00,"Thursday, Sep 14, 2023","Friday, Sep 15, 2023",2023-09-15 02:27:00,2023-09-15 10:00:00,07:33:00,00:30:00,00:00:00,1,07:03:00,07:59:25,93.4,95.6,05:12:02,05:52:36,01:42:06,01:20:25,52.6,55.0,66.1,63.6,50.0,51.6,77,94,68,74,,,,,,,,,
2023-09-16T20:59:59-04:00,"Friday, Sep 15, 2023","Saturday, Sep 16, 2023",2023-09-16 03:31:00,2023-09-16 10:49:00,07:18:00,00:04:00,00:00:00,1,07:14:00,07:46:17,99.1,95.6,05:49:40,05:45:38,02:35:00,01:22:40,49.3,53.8,63.4,63.2,49.0,51.3,117,98,78,76,,,,,,,,,
2023-09-17T20:59:59-04:00,"Saturday, Sep 16, 2023","Sunday, Sep 17, 2023",2023-09-17 01:30:00,2023-09-17 11:30:00,10:00:00,00:28:00,00:00:00,1,09:32:00,08:04:51,95.3,95.6,06:23:28,05:48:54,01:30:19,01:35:35,58.8,52.4,55.8,60.5,50.0,49.3,122,109,94,85,,,,,,,,,
2023-09-18T20:59:59-04:00,"Sunday, Sep 17, 2023","Monday, Sep 18, 2023",2023-09-18 00:00:00,2023-09-18 10:15:00,10:15:00,01:56:00,00:00:00,1,08:19:00,08:12:17,81.1,93.9,05:33:59,05:48:43,00:46:47,01:25:47,67.8,54.9,56.6,61.1,49.0,49.6,99,105,77,81,,,,,,,,,
2023-09-19T20:59:59-04:00,"Monday, Sep 18, 2023","Tuesday, Sep 19, 2023",2023-09-19 00:56:00,2023-09-19 09:45:00,08:49:00,00:31:00,00:00:00,1,08:18:00,08:20:17,94.1,93.7,06:28:13,05:57:36,01:33:22,01:32:48,53.6,55.6,63.6,61.1,46.0,48.7,102,108,72,82,,,,,,,,,
2023-09-20T20:59:59-04:00,"Tuesday, Sep 19, 2023","Wednesday, Sep 20, 2023",2023-09-20 01:16:00,2023-09-20 10:30:00,09:14:00,00:58:00,00:00:00,1,08:16:00,08:09:17,89.5,92.2,05:52:16,05:53:18,01:12:56,01:30:38,53.0,55.7,55.8,61.1,42.0,48.0,94,105,78,78,,,,,,,,,
2023-09-21T20:59:59-04:00,"Wednesday, Sep 20, 2023","Thursday, Sep 21, 2023",2023-09-21 00:29:00,2023-09-21 09:50:00,09:21:00,00:30:00,00:00:00,1,08:51:00,08:13:17,94.7,92.5,06:11:42,05:55:54,02:04:56,01:37:55,56.2,55.9,58.0,59.9,49.0,47.9,92,100,76,78,,,,,,,,,
2023-09-22T20:59:59-04:00,"Thursday, Sep 21, 2023","Friday, Sep 22, 2023",2023-09-21 23:45:00,2023-09-22 09:00:00,09:15:00,01:01:00,00:00:00,1,08:14:00,08:23:25,89.0,91.8,06:14:49,06:04:52,03:05:15,01:49:47,48.4,55.3,58.8,58.9,42.0,46.7,82,101,67,77,,,,,,,,,
2023-09-23T20:59:59-04:00,"Friday, Sep 22, 2023","Saturday, Sep 23, 2023",2023-09-23 02:41:00,2023-09-23 09:41:00,07:00:00,01:50:00,00:00:00,1,05:10:00,08:05:42,73.8,88.2,04:00:11,05:49:14,02:04:00,01:45:22,47.2,55.0,,,47.0,46.4,238,118,69,76,,,,,,,,,
2023-09-25T20:59:59-04:00,"Sunday, Sep 24, 2023","Monday, Sep 25, 2023",2023-09-25 01:58:00,2023-09-25 09:35:00,07:37:00,00:51:00,00:00:00,1,06:46:00,07:42:00,88.8,87.3,05:13:14,05:39:12,03:06:05,01:59:03,47.7,53.4,48.8,60.5,46.0,45.9,105,116,85,75,,,,,,,,,
2023-09-26T20:59:59-04:00,"Monday, Sep 25, 2023","Tuesday, Sep 26, 2023",2023-09-26 01:45:00,2023-09-26 10:23:00,08:38:00,01:42:00,00:00:00,1,06:56:00,07:30:08,80.3,87.2,05:11:45,05:36:02,00:00:00,01:52:22,47.9,50.6,67.0,62.0,46.0,45.4,97,116,73,74,,,,,,,,,
2023-09-27T20:59:59-04:00,"Tuesday, Sep 26, 2023","Wednesday, Sep 27, 2023",2023-09-27 01:29:00,2023-09-27 09:42:00,08:13:00,01:32:00,00:00:00,1,06:41:00,07:16:17,81.3,85.4,04:29:36,05:19:05,01:17:07,01:50:02,48.0,49.8,57.3,61.1,46.0,45.4,72,112,59,72,,,,,,,,,
2023-09-28T20:59:59-04:00,"Wednesday, Sep 27, 2023","Thursday, Sep 28, 2023",2023-09-28 02:18:00,2023-09-28 08:57:00,06:39:00,00:39:00,00:00:00,1,06:00:00,06:56:51,90.2,85.5,03:35:28,04:59:32,00:28:48,01:43:44,54.0,49.9,72.3,63.4,48.0,46.3,79,109,72,71,,,,,,,,,
2023-09-29T20:59:59-04:00,"Thursday, Sep 28, 2023","Friday, Sep 29, 2023",2023-09-29 01:21:00,2023-09-29 10:15:00,08:54:00,01:42:00,00:00:00,1,07:12:00,06:42:42,80.9,83.5,05:24:37,04:52:49,03:12:00,01:53:19,52.3,49.4,,,47.0,46.0,252,132,86,73,,,,,,,,,
2023-10-02T20:59:59-04:00,"Sunday, Oct 1, 2023","Monday, Oct 2, 2023",2023-10-02 02:00:00,2023-10-02 10:30:00,08:30:00,01:08:00,00:00:00,1,07:22:00,06:35:17,86.7,83.2,04:50:21,04:40:45,01:31:27,01:39:55,47.0,49.1,82.7,66.2,46.0,46.6,81,132,66,73,,,,,,,,,
2023-10-03T20:59:59-04:00,"Monday, Oct 2, 2023","Tuesday, Oct 3, 2023",2023-10-03 01:31:00,2023-10-03 10:30:00,08:59:00,01:38:00,00:00:00,1,07:21:00,06:54:00,81.8,84.3,05:14:12,04:51:19,02:06:00,01:40:12,48.5,49.3,,,47.0,46.6,112,114,82,75,,,,,,,,,
2023-10-05T20:59:59-04:00,"Wednesday, Oct 4, 2023","Thursday, Oct 5, 2023",2023-10-04 21:00:00,2023-10-05 08:35:00,11:35:00,03:39:00,00:00:00,1,07:56:00,07:04:00,68.5,81.4,05:25:20,04:53:03,00:30:43,01:18:00,55.6,50.5,55.8,62.9,49.0,47.0,165,123,90,75,,,,,,,,,
2023-10-06T20:59:59-04:00,"Thursday, Oct 5, 2023","Friday, Oct 6, 2023",2023-10-06 01:51:00,2023-10-06 10:12:00,08:21:00,00:52:00,00:00:00,1,07:29:00,07:08:42,89.6,82.7,05:30:57,04:55:47,02:24:19,01:38:37,50.3,50.8,51.8,60.8,50.0,47.6,82,120,73,75,,,,,,,,,
2023-10-07T20:59:59-04:00,"Friday, Oct 6, 2023","Saturday, Oct 7, 2023",2023-10-06 22:45:00,2023-10-07 09:09:00,10:24:00,01:08:00,00:00:00,1,09:16:00,07:30:51,89.1,83.8,06:29:45,05:12:57,00:16:51,01:30:01,51.5,51.3,,,47.0,47.7,59,118,59,75,,,,,,,,,
2023-10-09T20:59:59-04:00,"Sunday, Oct 8, 2023","Monday, Oct 9, 2023",2023-10-09 03:06:00,2023-10-09 10:23:00,07:17:00,00:28:00,00:00:00,1,06:49:00,07:37:51,93.6,84.3,05:38:00,05:30:27,03:01:47,01:51:52,52.3,51.1,53.1,60.6,51.0,48.1,75,118,65,74,,,,,,,,,
2023-10-10T20:59:59-04:00,"Monday, Oct 9, 2023","Tuesday, Oct 10, 2023",2023-10-10 01:45:00,2023-10-10 09:47:00,08:02:00,00:01:00,00:00:00,1,08:01:00,07:44:51,99.8,87.0,05:20:32,05:29:52,00:00:00,01:24:26,52.4,51.1,92.2,66.1,49.0,48.4,59,90,49,69,,,,,,,,,
2023-10-11T20:59:59-04:00,"Tuesday, Oct 10, 2023","Wednesday, Oct 11, 2023",2023-10-11 00:00:00,2023-10-11 10:50:00,10:50:00,01:12:00,00:00:00,1,09:38:00,08:04:17,88.9,87.3,06:28:07,05:43:51,02:04:58,01:29:14,55.6,52.3,63.4,63.3,46.0,48.4,102,93,66,69,,,,,,,,,
2023-10-12T20:59:59-04:00,"Wednesday, Oct 11, 2023","Thursday, Oct 12, 2023",2023-10-12 01:42:00,2023-10-12 09:45:00,08:03:00,02:00:00,00:00:00,1,06:03:00,07:53:08,75.2,86.4,03:42:48,05:30:47,00:58:05,01:19:31,55.9,53.4,,,51.0,49.0,92,90,70,67,,,,,,,,,
2023-10-14T20:59:59-04:00,"Friday, Oct 13, 2023","Saturday, Oct 14, 2023",2023-10-14 01:51:00,2023-10-14 10:02:00,08:11:00,01:02:00,00:00:00,1,07:09:00,07:46:25,87.4,89.1,05:02:41,05:27:33,01:51:13,01:31:01,56.6,53.5,79.5,68.7,53.0,49.6,161,90,78,66,,,,,,,,,
2023-10-15T20:59:59-04:00,"Saturday, Oct 14, 2023","Sunday, Oct 15, 2023",2023-10-15 02:19:00,2023-10-15 09:41:00,07:22:00,00:02:00,00:00:00,1,07:20:00,07:45:08,99.5,90.5,05:00:57,05:23:16,01:58:28,01:27:20,67.3,56.0,74.4,71.9,53.0,50.0,88,91,34,60,,,,,,,,,
2023-10-16T20:59:59-04:00,"Sunday, Oct 15, 2023","Monday, Oct 16, 2023",2023-10-16 00:36:00,2023-10-16 09:13:00,08:37:00,00:52:00,00:00:00,1,07:45:00,07:32:08,89.9,90.6,05:33:18,05:15:12,03:00:00,01:50:38,51.3,55.9,52.9,68.8,44.0,49.6,94,96,76,63,,,,,,,,,
2023-10-17T20:59:59-04:00,"Monday, Oct 16, 2023","Tuesday, Oct 17, 2023",2023-10-17 02:12:00,2023-10-17 11:15:00,09:03:00,01:25:00,00:00:00,1,07:38:00,07:39:08,84.3,89.3,05:16:07,05:12:04,00:29:33,01:28:53,49.2,55.5,53.4,68.8,50.0,49.4,99,99,71,63,,,,,,,,,
2023-10-18T20:59:59-04:00,"Tuesday, Oct 17, 2023","Wednesday, Oct 18, 2023",2023-10-18 03:29:00,2023-10-18 10:50:00,07:21:00,00:22:00,00:00:00,1,06:59:00,07:30:17,95.0,88.6,04:34:59,05:05:34,00:00:00,01:28:53,52.6,55.5,54.4,63.4,48.0,49.3,64,100,51,64,,,,,,,,,
2023-10-19T20:59:59-04:00,"Wednesday, Oct 18, 2023","Thursday, Oct 19, 2023",2023-10-19 01:14:00,2023-10-19 10:52:00,09:38:00,01:02:00,00:00:00,1,08:36:00,07:21:25,89.3,88.7,05:35:08,04:58:00,00:30:21,01:15:22,52.8,55.1,53.6,62.0,51.0,50.0,92,99,65,64,,,,,,,,,
2023-10-20T20:59:59-04:00,"Thursday, Oct 19, 2023","Friday, Oct 20, 2023",2023-10-20 03:07:00,2023-10-20 10:57:00,07:50:00,00:57:00,00:00:00,1,06:53:00,07:28:34,87.9,90.5,04:26:49,05:04:17,00:00:00,01:07:05,54.5,54.9,50.8,59.9,49.0,49.7,56,93,53,61,,,,,,,,,
2023-10-21T20:59:59-04:00,"Friday, Oct 20, 2023","Saturday, Oct 21, 2023",2023-10-21 01:45:00,2023-10-21 11:31:00,09:46:00,01:32:00,00:00:00,1,08:14:00,07:37:51,84.3,90.0,05:30:54,05:08:19,00:00:00,00:51:11,55.5,54.7,86.9,60.9,53.0,49.7,60,79,54,58,,,,,,,,,
2023-10-22T20:59:59-04:00,"Saturday, Oct 21, 2023","Sunday, Oct 22, 2023",2023-10-22 05:59:00,2023-10-22 12:01:00,06:02:00,00:33:00,00:00:00,1,05:29:00,07:22:00,90.9,88.8,03:25:46,04:54:43,00:29:55,00:38:32,64.6,54.3,84.9,62.4,62.0,51.0,79,78,63,62,,,,,,,,,
2023-10-23T20:59:59-04:00,"Sunday, Oct 22, 2023","Monday, Oct 23, 2023",2023-10-23 03:40:00,2023-10-23 11:27:00,07:47:00,00:17:00,00:00:00,1,07:30:00,07:19:51,96.4,89.7,05:47:51,04:56:48,03:12:51,00:40:22,49.8,54.1,55.9,62.9,48.0,51.6,232,98,159,74,,,,,,,,,
2023-10-24T20:59:59-04:00,"Monday, Oct 23, 2023","Tuesday, Oct 24, 2023",2023-10-24 03:07:00,2023-10-24 11:22:00,08:15:00,00:48:00,00:00:00,1,07:27:00,07:18:17,90.3,90.6,05:03:33,04:55:00,01:32:29,00:49:22,51.1,54.4,51.2,62.6,48.0,51.3,215,114,120,81,,,,,,,,,
2023-10-25T20:59:59-04:00,"Tuesday, Oct 24, 2023","Wednesday, Oct 25, 2023",2023-10-25 03:34:00,2023-10-25 11:45:00,08:11:00,00:47:00,00:00:00,1,07:24:00,07:21:51,90.4,89.9,04:38:26,04:55:30,00:00:00,00:49:22,52.6,54.4,52.0,62.2,52.0,51.9,116,122,73,84,,,,,,,,,
2023-10-26T20:59:59-04:00,"Wednesday, Oct 25, 2023","Thursday, Oct 26, 2023",2023-10-26 03:13:00,2023-10-26 11:46:00,09:03:00,01:22:00,00:00:00,2,07:41:00,07:14:00,84.0,89.2,04:52:33,04:49:25,00:00:00,00:45:02,53.9,54.6,51.4,61.9,50.0,51.7,63,118,50,82,,,,,,,,,
2023-10-27T20:59:59-04:00,"Thursday, Oct 26, 2023","Friday, Oct 27, 2023",2023-10-27 02:25:00,2023-10-27 11:04:00,08:39:00,00:12:00,00:00:00,1,08:27:00,07:27:25,97.7,90.6,05:22:24,04:57:21,00:00:00,00:45:02,51.9,54.2,62.6,63.6,51.0,52.0,151,131,82,86,,,,,,,,,
2023-10-28T20:59:59-04:00,"Friday, Oct 27, 2023","Saturday, Oct 28, 2023",2023-10-28 03:15:00,2023-10-28 07:58:00,04:43:00,00:00:00,00:00:00,1,04:43:00,06:57:17,100.0,92.8,03:00:11,04:35:49,00:00:00,00:45:02,66.2,55.7,,,57.0,52.6,48,129,48,85,,,,,,,,,
2023-10-30T20:59:59-04:00,"Sunday, Oct 29, 2023","Monday, Oct 30, 2023",2023-10-30 03:30:00,2023-10-30 11:37:00,08:07:00,01:18:00,00:00:00,1,06:49:00,07:08:42,84.0,91.8,05:06:40,04:50:14,02:55:17,01:05:48,50.9,53.8,53.2,57.3,47.0,50.4,251,154,113,92,,,,,,,,,
2023-10-31T20:59:59-04:00,"Monday, Oct 30, 2023","Tuesday, Oct 31, 2023",2023-10-31 02:00:00,2023-10-31 11:25:00,09:25:00,00:19:00,00:00:00,1,09:06:00,07:22:25,96.6,91.9,06:02:41,04:52:21,01:00:40,00:46:55,49.7,53.8,51.5,56.7,49.0,50.6,81,132,54,77,,,,,,,,,
2023-11-01T20:59:59-04:00,"Tuesday, Oct 31, 2023","Wednesday, Nov 1, 2023",2023-11-01 00:50:00,2023-11-01 10:18:00,09:28:00,01:09:00,00:00:00,1,08:19:00,07:29:51,87.9,91.5,05:42:57,04:57:59,00:14:41,00:35:48,50.8,53.7,51.4,56.7,47.0,50.4,81,113,69,70,,,,,,,,,
2023-11-02T20:59:59-04:00,"Wednesday, Nov 1, 2023","Thursday, Nov 2, 2023",2023-11-02 02:33:00,2023-11-02 11:17:00,08:44:00,00:14:00,00:00:00,1,08:30:00,07:39:17,97.3,92.5,05:56:41,05:09:10,00:00:00,00:35:48,50.7,53.4,49.6,56.4,48.0,49.9,117,113,76,70,,,,,,,,,
2023-11-03T20:59:59-04:00,"Thursday, Nov 2, 2023","Friday, Nov 3, 2023",2023-11-03 03:08:00,2023-11-03 10:29:00,07:21:00,00:47:00,00:00:00,1,06:34:00,07:29:42,89.3,93.3,04:36:28,05:06:52,00:00:00,00:35:48,51.4,53.1,58.6,57.4,49.0,49.7,57,112,54,71,,,,,,,,,
2023-11-04T20:59:59-04:00,"Friday, Nov 3, 2023","Saturday, Nov 4, 2023",2023-11-04 03:15:00,2023-11-04 10:38:00,07:23:00,01:08:00,00:00:00,1,06:15:00,07:10:51,84.7,91.4,04:56:41,05:03:11,01:45:00,00:50:48,52.1,53.1,69.8,58.4,49.0,49.4,111,107,74,70,,,,,,,,,
2023-11-05T19:59:59-05:00,"Saturday, Nov 4, 2023","Sunday, Nov 5, 2023",2023-11-05 02:00:00,2023-11-05 09:29:00,07:29:00,00:16:00,00:00:00,1,07:13:00,07:32:17,96.4,90.9,05:00:14,05:20:20,00:34:38,00:55:45,67.9,53.4,63.0,56.7,54.9,49.1,106,115,57,71,,,,,,,,,
2023-11-06T20:59:59-05:00,"Sunday, Nov 5, 2023","Monday, Nov 6, 2023",2023-11-06 02:05:00,2023-11-06 11:21:00,09:16:00,01:30:00,00:00:00,1,07:46:00,07:40:25,83.8,90.9,05:31:37,05:23:54,01:56:30,00:47:21,49.8,53.2,48.3,56.0,48.0,49.3,65,88,60,63,,,,,,,,,
2023-11-07T20:59:59-05:00,"Monday, Nov 6, 2023","Tuesday, Nov 7, 2023",2023-11-07 02:49:00,2023-11-07 10:02:00,07:13:00,00:45:00,00:00:00,1,06:28:00,07:17:51,89.6,89.9,04:18:40,05:09:03,00:00:00,00:38:41,49.7,53.2,56.5,56.7,47.0,49.0,84,89,62,65,,,,,,,,,
2023-11-08T20:59:59-05:00,"Tuesday, Nov 7, 2023","Wednesday, Nov 8, 2023",2023-11-08 02:45:00,2023-11-08 10:13:00,07:28:00,00:20:00,00:00:00,1,07:08:00,07:07:42,95.5,91.0,04:51:10,05:01:39,01:16:26,00:47:30,52.4,53.4,64.6,58.6,49.0,49.3,91,90,73,65,,,,,,,,,
2023-11-09T20:59:59-05:00,"Wednesday, Nov 8, 2023","Thursday, Nov 9, 2023",2023-11-09 03:31:00,2023-11-09 11:33:00,08:02:00,00:49:00,00:00:00,1,07:13:00,06:56:42,89.8,89.9,05:00:43,04:53:39,02:44:14,01:10:58,52.6,53.7,,,51.0,49.7,66,83,59,63,,,,,,,,,
2023-11-11T20:59:59-05:00,"Friday, Nov 10, 2023","Saturday, Nov 11, 2023",2023-11-11 03:46:00,2023-11-11 12:33:00,08:47:00,01:38:00,00:00:00,1,07:09:00,07:01:42,81.4,88.8,05:06:37,04:57:57,00:00:00,01:10:58,64.6,55.6,61.4,60.2,54.0,50.4,80,86,36,60,,,,,,,,,
2023-11-12T20:59:59-05:00,"Saturday, Nov 11, 2023","Sunday, Nov 12, 2023",2023-11-12 03:11:00,2023-11-12 12:34:00,09:23:00,00:50:00,00:00:00,1,08:33:00,07:21:25,91.1,89.7,06:11:13,05:08:36,03:44:26,01:28:02,50.0,55.3,49.2,57.2,50.0,50.6,167,94,88,62,,,,,,,,,
2023-11-13T20:59:59-05:00,"Sunday, Nov 12, 2023","Monday, Nov 13, 2023",2023-11-13 03:17:00,2023-11-13 10:48:00,07:31:00,00:23:00,00:00:00,1,07:08:00,07:20:42,94.9,89.5,04:38:06,05:05:27,00:00:00,01:23:05,49.1,52.6,52.5,55.7,46.0,49.3,86,91,58,62,,,,,,,,,
2023-11-14T20:59:59-05:00,"Monday, Nov 13, 2023","Tuesday, Nov 14, 2023",2023-11-14 02:45:00,2023-11-14 10:56:00,08:11:00,00:31:00,00:00:00,1,07:40:00,07:19:51,93.7,90.9,04:55:43,05:00:19,01:01:20,01:15:12,48.1,52.3,64.4,58.0,47.0,49.1,57,90,53,61,,,,,,,,,
2023-11-15T20:59:59-05:00,"Tuesday, Nov 14, 2023","Wednesday, Nov 15, 2023",2023-11-15 02:22:00,2023-11-15 09:15:00,06:53:00,00:00:00,00:00:00,1,06:53:00,07:23:25,100.0,92.4,04:55:29,05:05:34,02:42:15,01:38:23,53.1,52.8,80.7,61.5,50.0,49.6,113,94,75,63,,,,,,,,,
2023-11-16T20:59:59-05:00,"Wednesday, Nov 15, 2023","Thursday, Nov 16, 2023",2023-11-16 01:46:00,2023-11-16 11:21:00,09:35:00,00:57:00,00:00:00,1,08:38:00,07:36:17,90.1,91.6,06:23:36,05:18:47,03:24:04,01:56:37,54.1,53.1,84.4,64.3,50.0,49.7,51,89,43,59,,,,,,,,,
2023-11-17T20:59:59-05:00,"Thursday, Nov 16, 2023","Friday, Nov 17, 2023",2023-11-17 02:21:00,2023-11-17 10:47:00,08:26:00,00:19:00,00:00:00,1,08:07:00,07:44:00,96.2,92.5,05:53:54,05:26:23,03:17:51,02:01:25,57.8,53.8,,,58.0,50.7,41,85,36,56,,,,,,,,,
2023-11-19T20:59:59-05:00,"Saturday, Nov 18, 2023","Sunday, Nov 19, 2023",2023-11-19 01:44:00,2023-11-19 11:34:00,09:50:00,00:37:00,00:00:00,1,09:13:00,08:01:42,93.7,94.3,06:42:37,05:40:06,03:50:25,02:34:20,53.3,52.2,58.7,69.7,52.0,50.4,118,91,65,60,,,,,,,,,
2023-11-20T20:59:59-05:00,"Sunday, Nov 19, 2023","Monday, Nov 20, 2023",2023-11-20 03:15:00,2023-11-20 10:57:00,07:42:00,00:16:00,00:00:00,1,07:26:00,07:52:08,96.5,95.0,05:10:36,05:31:26,01:55:38,02:18:47,47.4,51.8,66.4,72.2,43.0,49.4,72,77,66,57,,,,,,,,,
2023-11-21T20:59:59-05:00,"Monday, Nov 20, 2023","Tuesday, Nov 21, 2023",2023-11-21 02:30:00,2023-11-21 10:45:00,08:15:00,00:37:00,00:00:00,1,07:38:00,07:56:25,92.5,94.7,05:20:52,05:37:32,01:58:12,02:35:40,48.6,51.8,51.8,72.0,49.0,49.9,180,90,73,59,,,,,,,,,
2023-11-22T20:59:59-05:00,"Tuesday, Nov 21, 2023","Wednesday, Nov 22, 2023",2023-11-22 02:30:00,2023-11-22 11:00:00,08:30:00,00:18:00,00:00:00,1,08:12:00,08:01:00,96.5,95.1,05:10:19,05:39:38,00:00:00,02:26:55,51.3,52.2,61.5,71.6,51.0,50.4,145,103,80,63,,,,,,,,,
2023-11-23T20:59:59-05:00,"Wednesday, Nov 22, 2023","Thursday, Nov 23, 2023",2023-11-23 01:58:00,2023-11-23 09:22:00,07:24:00,00:01:00,00:00:00,1,07:23:00,08:05:17,99.8,95.1,05:24:14,05:43:44,03:03:19,02:29:55,48.5,51.6,,,46.0,49.9,70,97,60,61,,,,,,,,,
2023-11-25T20:59:59-05:00,"Friday, Nov 24, 2023","Saturday, Nov 25, 2023",2023-11-25 02:52:00,2023-11-25 11:27:00,08:35:00,00:29:00,00:00:00,1,08:06:00,08:00:42,94.4,95.7,06:03:38,05:40:53,02:52:27,02:25:24,62.7,52.8,65.5,68.1,58.0,51.0,64,99,39,60,,,,,,,,,
2023-11-26T20:59:59-05:00,"Saturday, Nov 25, 2023","Sunday, Nov 26, 2023",2023-11-26 01:43:00,2023-11-26 09:33:00,07:50:00,00:02:00,00:00:00,1,07:48:00,07:58:00,99.6,96.1,06:10:59,05:43:19,02:57:31,02:22:30,49.6,51.6,60.9,62.8,47.0,49.4,86,105,64,64,,,,,,,,,
2023-11-27T20:59:59-05:00,"Sunday, Nov 26, 2023","Monday, Nov 27, 2023",2023-11-27 02:59:00,2023-11-27 10:50:00,07:51:00,00:40:00,00:00:00,1,07:11:00,07:40:34,91.5,95.8,05:17:05,05:31:06,02:13:46,02:08:41,50.5,51.2,48.7,61.4,48.0,48.9,88,101,63,64,,,,,,,,,
2023-11-28T20:59:59-05:00,"Monday, Nov 27, 2023","Tuesday, Nov 28, 2023",2023-11-28 03:00:00,2023-11-28 10:52:00,07:52:00,00:10:00,00:00:00,1,07:42:00,07:42:51,97.9,96.0,05:29:51,05:33:51,00:00:00,01:52:10,49.6,51.5,73.5,62.4,50.0,49.9,94,104,82,66,,,,,,,,,
2023-11-29T20:59:59-05:00,"Tuesday, Nov 28, 2023","Wednesday, Nov 29, 2023",2023-11-29 01:29:00,2023-11-29 10:44:00,09:15:00,00:34:00,00:00:00,1,08:41:00,07:51:51,93.9,96.2,06:16:45,05:41:50,03:13:31,02:02:56,49.8,51.7,,,48.0,49.7,264,116,61,64,,,,,,,,,
2023-12-01T20:59:59-05:00,"Thursday, Nov 30, 2023","Friday, Dec 1, 2023",2023-12-01 02:27:00,2023-12-01 10:21:00,07:54:00,01:21:00,00:00:00,1,06:33:00,07:37:42,82.9,94.3,04:50:55,05:39:04,00:29:07,02:07:05,51.2,51.7,54.6,61.5,47.0,49.1,157,118,49,60,,,,,,,,,
2023-12-02T20:59:59-05:00,"Friday, Dec 1, 2023","Saturday, Dec 2, 2023",2023-12-02 02:07:00,2023-12-02 10:06:00,07:59:00,00:00:00,00:00:00,1,07:59:00,07:42:51,100.0,94.3,06:03:41,05:44:42,00:00:00,01:40:54,65.4,54.1,71.9,61.0,56.0,50.6,45,114,22,54,,,,,,,,,
2023-12-03T20:59:59-05:00,"Saturday, Dec 2, 2023","Sunday, Dec 3, 2023",2023-12-03 02:46:00,2023-12-03 11:18:00,08:32:00,00:17:00,00:00:00,1,08:15:00,07:44:08,96.7,94.6,05:50:52,05:42:53,03:05:38,01:42:47,50.4,52.4,66.2,61.1,50.0,49.4,96,119,92,62,,,,,,,,,
2023-12-04T20:59:59-05:00,"Sunday, Dec 3, 2023","Monday, Dec 4, 2023",2023-12-04 02:55:00,2023-12-04 10:31:00,07:36:00,00:32:00,00:00:00,1,07:04:00,07:37:51,93.0,93.7,04:35:31,05:29:14,01:42:21,01:32:03,56.9,53.4,65.4,61.8,55.0,50.6,169,131,37,58,,,,,,,,,
